
> client-app@0.0.0 lint
> eslint . --ext js,jsx --report-unused-disable-directives --max-warnings 50 -f compact

C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\components\TicketDetail.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\components\TrafficTierBadge.jsx: line 6, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\contexts\AuthContext.jsx: line 63, col 14, Warning - Fast refresh only works when a file only exports components. Use a new file to share constants or functions between components. (react-refresh/only-export-components)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\Health.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\Login.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\LoopDemoPlayer.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\LoopDemoPlayer.jsx: line 7, col 7, Warning - 'LOOP_DURATION' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\LoopDemoPlayer.jsx: line 38, col 8, Warning - React Hook useEffect has a missing dependency: 'loadData'. Either include it or remove the dependency array. (react-hooks/exhaustive-deps)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\Player.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\Player.jsx: line 25, col 12, Warning - 'screenData' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\Player.jsx: line 25, col 24, Warning - 'setScreenData' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\Player.jsx: line 39, col 49, Warning - 'screenId' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\Player.jsx: line 197, col 8, Warning - React Hook useEffect has a missing dependency: 'sendTelemetry'. Either include it or remove the dependency array. (react-hooks/exhaustive-deps)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\AdvertiserManagement.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\AdvertiserManagement.jsx: line 19, col 12, Warning - 'loading' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\BusinessHoursManagement.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\BusinessHoursManagement.jsx: line 3, col 8, Warning - 'StatusBadge' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\CPMCalendar.jsx: line 24, col 7, Warning - 'getBusinessHours' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\CPMCalendar.jsx: line 51, col 12, Warning - 'loading' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\CPMCalendar.jsx: line 52, col 12, Warning - 'editingTier' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\CPMCalendar.jsx: line 69, col 8, Warning - React Hook useEffect has a missing dependency: 'selectedStore'. Either include it or remove the dependency array. (react-hooks/exhaustive-deps)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\CPMCalendar.jsx: line 207, col 11, Warning - 'handleSaveTrafficTier' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\LoopAnalytics.jsx: line 10, col 10, Warning - 'API_URL' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\LoopAnalytics.jsx: line 58, col 8, Warning - React Hook useEffect has a missing dependency: 'fetchAnalytics'. Either include it or remove the dependency array. (react-hooks/exhaustive-deps)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\LoopBuilder.jsx: line 27, col 8, Warning - React Hook useEffect has a missing dependency: 'loadData'. Either include it or remove the dependency array. (react-hooks/exhaustive-deps)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\LoopManagement.jsx: line 4, col 8, Warning - 'StatusBadge' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\LoopManagement.jsx: line 56, col 8, Warning - React Hook useEffect has a missing dependency: 'fetchLoops'. Either include it or remove the dependency array. (react-hooks/exhaustive-deps)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\NetworkMap.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\Overview.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\Overview.jsx: line 21, col 12, Warning - 'loading' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\PlaylistEditor.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\PlaylistManagement.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\RetailerManagement.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\RetailerManagement.jsx: line 11, col 12, Warning - 'loading' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\ScreenManagement.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\UserManagement.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\admin\UserManagement.jsx: line 19, col 12, Warning - 'loading' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\brand\BrandDashboard.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\brand\BrandDashboard.jsx: line 12, col 12, Warning - 'loading' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\brand\wizard\Step1LocationScreen.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\brand\wizard\Step1LocationScreen.jsx: line 75, col 11, Warning - 'selectAllScreensForStore' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\brand\wizard\Step2ScheduleUpload.jsx: line 6, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\brand\wizard\Step3LoopSlotSelection.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\brand\wizard\Step3LoopSlotSelection.jsx: line 50, col 8, Warning - React Hook useEffect has a missing dependency: 'loadLoops'. Either include it or remove the dependency array. (react-hooks/exhaustive-deps)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\brand\wizard\Step3ReviewDistribution.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\brand\wizard\Step3ReviewDistribution.jsx: line 39, col 62, Warning - 'error' is assigned a value but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\brand\wizard\Step4CreativeUpload.jsx: line 6, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\brand\wizard\Step5ReviewConfirm.jsx: line 1, col 8, Warning - 'React' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\brand\wizard\Step5ReviewConfirm.jsx: line 4, col 10, Warning - 'PriceSummary' is defined but never used. (no-unused-vars)
C:\Users\ChrisFro\Desktop\EmoGini\softomedia-live2026\client-app\src\pages\brand\wizard\Step5ReviewConfirm.jsx: line 5, col 8, Warning - 'TrafficTierBadge' is defined but never used. (no-unused-vars)
